impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K21-142923,A655259,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2373253,LOST,Bear,Cat,Over 1 year<p/>,Male,Domestic Longhair,Unknown,12/28/2021 12:00:00 AM,Date Lost,102ND  AND 18TH AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2373253,Image Copyright HLP Inc. 2022,"Description: HUGE (22 lbs!) black and white long hair cat with lion cut.  Left ear clipped. Black ""mask"" and black chin over white face.  Talkative.  Floppy tail (from prior injury).<p/>Age: Over 1 year<p/>Location Lost: 102nd and 18th Ave SW, Seattle WA  98146<p/>Lost Date: 2021-12-28<p/>",
K21-142772,A654966,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A654966,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jimmy,Dog,2 YEARS,Neutered Male,Siberian Husky / German Shepherd,Black / Tan,12/22/2021 12:00:00 AM,Received on,23300 block of  SE 416TH ST,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A654966,Image Copyright HLP Inc. 2022,"Received on: 2021-12-22<p/> Found Near: 23300 block of  SE 416TH ST<p/> Description: Black / Tan Neutered Male Siberian Husky / German Shepherd Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K22-143337,A656233,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A656233,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,1 YEAR,Male,Domestic Shorthair,Gray,01/17/2022 12:00:00 AM,Received on,23700 block of  111TH PL SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656233,Image Copyright HLP Inc. 2022,"Received on: 2022-01-17<p/> Found Near: 23700 block of  111TH PL SE<p/> Description: Gray Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-142752,A654940,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2369435,LOST,Moose,Cat,Over 1 year<p/>,Male,Maine Coon,Unknown,12/16/2021 12:00:00 AM,Date Lost,16800 block of  SE 309TH ST,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2369435,Image Copyright HLP Inc. 2022,"Description: Moose is a 18lb male long hair maine coon. He has green/yellow eyes. An M on his forehead and missing whiskers above his left eye. He is black/brown/tan/white belly and white feet with a long bushy tail. He is around 7 years old and has been an indoor cat his entire life. <p/>Age: Over 1 year<p/>Location Lost: 16855 se 309th st, Auburn WA  98092<p/>Lost Date: 2021-12-16<p/>",
K22-143145,A655743,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,1 YEAR,Female,Domestic Shorthair,Brn Tabby / Tortie,01/08/2022 12:00:00 AM,Received on,34200 block of  56TH AVE S,AUBURN,WA,98001,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655743,Image Copyright HLP Inc. 2022,Received on: 2022-01-08<p/> Found Near: 34200 block of  56TH AVE S<p/> Description: Brn Tabby / Tortie Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: In RASKC Foster Home <p/>,
K22-143124,A655703,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2378069,In Public Home,,Dog,Unknown<p/>,Male,Australian Shepherd,White,01/07/2022 12:00:00 AM,Date Found,112TH  & 1ST AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2378069,Image Copyright HLP Inc. 2022,"<p/>Age: Unknown<p/>Found Near: 112th & 1st Ave S, Seattle WA  98168<p/>Found Date: 2022-01-07<p/>",
K22-143019,A655516,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2375942,LOST,Weasley,Cat,Under 1 year<p/>,Male,American Shorthair,Unknown,01/03/2022 12:00:00 AM,Date Lost,S.  135TH ST. AND MILITARY RD. S.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2375942,Image Copyright HLP Inc. 2022,"Description: 8 month old orange tabby. white on all 4 paws and chest area, tummy<p/>Age: Under 1 year<p/>Location Lost: S. 135th St. and Military Rd. S., Seattle WA  98168<p/>Lost Date: 2022-01-03<p/>",
K22-143086,A655629,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2377257,In Public Home,?,Dog,Under 1 year<p/>,Female,German Shepherd,Black,01/05/2022 12:00:00 AM,Date Found,51ST  & 303RD PL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2377257,Image Copyright HLP Inc. 2022,"Description: Found wandering up and down 51st, it would wander into 303rd pl, noticed it on the night of 1/4, took it in 1/5. No collar, visibly skinny, very shy and scared of sudden movements. Dark face, brown legs, Carmel brown eyes. <p/>Age: Under 1 year<p/>Found Near: 51st & 303rd pl , Auburn WA  98001<p/>Found Date: 2022-01-05<p/>",
K21-142287,A653940,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A653940,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Bonnie,Cat,5 MONTHS,Spayed Female,Domestic Shorthair,Brn Tabby / White,12/02/2021 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A653940,Image Copyright HLP Inc. 2022,"Received on: 2021-12-02<p/> Description: Brn Tabby / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 5 MONTHS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Bonnie and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on December 2, 2012.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>Current medical conditions are noted below.<p/><p/>1)   FeLV - This cat tested positive for Feline Leukemia Virus (FeLV).  Cats infected with this virus may have an active, or latent infection.  Active infection leads to immunosuppression, increased susceptibility to disease, or lymphosarcoma.  Infected cats are expected to have a decreased lifespan and will require additional veterinary care.  However, with care, these cat may have a good quality of life for months to years.  FeLV is transmitted to other cats through saliva and activities such as sharing water bowls, communal grooming and social contact.  For this reason, this cat should be kept as a single cat or with other FeLV positive cats.  Please consult with your regular veterinarian for additional information and a management plan for your new pet.<p/><p/>2)  FIV - This cat tested positive for Feline Immunodeficiency Virus. This test is not always accurate in cats under 6 months of age and may be a false positive. Retesting after 6 months of age is recommeneded.<p/><p/>FIV can cause immunosuppression and susceptibility to other diseases.  Symptoms are varied but may include fever, anorexia, weight loss, or stomatitis.  Not all infected cats will become ill, and those that do may be healthy for weeks to years before illness.  Cats infected with FIV will remain infected for life and can spread the virus to other cats, usually through bite wounds.  For this reason, FIV cats should be kept indoors only, and should only be housed with FIV positive cats or in situations where risk of transmission is unlikely.  Please consult with your regular veterinarian for additional information and a management plan for your new pet.<p/><p/>3)   Conjunctivitis, right eye<p/>Plese use eye drops as prescribed<p/><p/>4)  Mild dermatitis likely secondary to dermatophyte lime sulfur dips. A long acting antibiotic injection was given. A bath with soothing/oatmeal shampoo may help speed the healing process. She can be bathed 10 days after her surgery date. <p/><p/>Additional care for these conditions may be needed after adoption. Please follow up with your regular veterinarian.<p/>",GREEN
K21-142626,A654632,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2366211,In Public Home,,Dog,Unknown<p/>,Unknown,Labrador Retriever,Brown,12/14/2021 12:00:00 AM,Date Found,152ND  STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2366211,Image Copyright HLP Inc. 2022,"Description: It seems to be a mix between a lab and a pittbull <p/>Age: Unknown<p/>Found Near: 152nd street , Seattle WA  98168<p/>Found Date: 2021-12-14<p/>",
K21-142834,A655066,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A655066,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Goober,Dog,5 YEARS,Male,Belgian Malinois,Tan / Black,12/24/2021 12:00:00 AM,Received on,12600 block of  SE 41ST PL,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655066,Image Copyright HLP Inc. 2022,"Received on: 2021-12-24<p/> Found Near: 12600 block of  SE 41ST PL<p/> Description: Tan / Black Male Belgian Malinois Dog<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-139271,A646288,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A646288,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Gracie,Dog,7 YEARS 4 MONTHS,Spayed Female,Pit Bull / Mix,Fawn,08/21/2021 12:00:00 AM,Received on,10800 block of  4TH AVE S,SEATTLE,WA,98168,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A646288,Image Copyright HLP Inc. 2022,"Received on: 2021-08-21<p/> Found Near: 10800 block of  4TH AVE S<p/> Description: Fawn Spayed Female Pit Bull / Mix Dog<p/> Age: 7 YEARS 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K22-143334,A656210,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2382433,LOST,Elliott,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Brown,01/14/2022 12:00:00 AM,Date Lost,W  32ND ST AND COLUMBIA ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2382433,Image Copyright HLP Inc. 2022,"Description: 10.5lb tabby, white paws and white chin/chest. Some golden coloring underneath and slight belly hang. <p/>Age: Over 1 year<p/>Location Lost: W 32nd St and Columbia St, Vancouver WA  98660<p/>Lost Date: 2022-01-14<p/>",
K22-143075,A655618,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A655618,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Bradley,Dog,3 YEARS,Female,Siberian Husky,Red,01/05/2022 12:00:00 AM,Received on,700 block of  1ST AVE NW,ISSAQUAH,WA,98027,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655618,Image Copyright HLP Inc. 2022,"Received on: 2022-01-05<p/> Found Near: 700 block of  1ST AVE NW<p/> Description: Red Female Siberian Husky Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-143285,A656131,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A656131,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Luna,Cat,NO AGE,Female,Domestic Mediumhair,Brn Tabby / Tortie,01/14/2022 12:00:00 AM,Received on,900 block of  3RD AVE N,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656131,Image Copyright HLP Inc. 2022,"Received on: 2022-01-14<p/> Found Near: 900 block of  3RD AVE N<p/> Description: Brn Tabby / Tortie Female Domestic Mediumhair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K22-143342,A656257,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2382880,In Public Home,Dwar,Cat,Unknown<p/>,Male,Domestic Shorthair,Unknown,01/16/2022 12:00:00 AM,Date Found,2600 block of  156TH AVE NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2382880,Image Copyright HLP Inc. 2022,Description: Medium sized cat. Gray color with darker spots. It is very friendly and has a small head.<p/>Age: Unknown<p/>Found Near: 2600 block of  156TH AVE NE<p/>Found Date: 2022-01-16<p/>,
K22-143109,A655684,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A655684,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Juney,Dog,10 YEARS,Spayed Female,Chihuahua - Smooth Coated / Mix,Tan,01/07/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655684,Image Copyright HLP Inc. 2022,"Received on: 2022-01-07<p/> Description: Tan<p/>  Spayed Female Chihuahua - Smooth Coated / Mix Dog<p/> Age: 10 YEARS<p/> Adoption Fee: $200.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hello there! My name is Juney and I am available for adoption.<p/><p/>I was brought in on January 7, 2022 along with my sister Rosey (A552816) because our owner passed away.<p/><p/>I'm a funny chunky little girl who loves affection! I must admit I am a little couch potato, but I do enjoy going on my little strolls to sniff around.<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/>",GREEN
K22-143284,A656130,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A656130,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Beef,Guinea Pig,1 YEAR,Female,Guinea Pig,Tan / White,01/14/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656130,Image Copyright HLP Inc. 2022,"Received on: 2022-01-14<p/> Description: Tan / White<p/>  Female Guinea Pig Guinea Pig<p/> Age: 1 YEAR<p/> Adoption Fee: $5.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>",
K21-141945,A652139,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Brielle,Cat,1 YEAR 2 MONTHS,Spayed Female,Domestic Shorthair,Black / White,11/04/2021 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652139,Image Copyright HLP Inc. 2022,"Received on: 2021-11-04<p/> Description: Black / White Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR 2 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi, my name is Brielle and I  looking for my forever home.  My foster mom tells me I am a beautiful, delightful and loving tuxedo kitty.  I agree with her!  I love to be petted, rub against your legs and cuddle.  My foster home has preteen girls,  cats, kittens and dogs.  I am very easy going and flexible.  I have not spent much time with the dogs but I get along great with the cats and kittens.  I like to explore and curl up on soft blankets.  I think you need an adorable tuxedo in your life!<p/>",GREEN
K21-142494,A654376,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2363798,LOST,Lucy,Dog,Under 1 year<p/>,Female,Chihuahua - Long Haired,Brown,12/09/2021 12:00:00 AM,Date Lost,3100 block of  S 144TH ST,SEATAC,WA,98168,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2363798,Image Copyright HLP Inc. 2022,"Description: she’s a chihuahua and pomeranian mix <p/>Age: Under 1 year<p/>Location Lost: 3123 s 144th st seatac wa, Seattle WA  98168<p/>Lost Date: 2021-12-09<p/>",
